tanggal,id_transaksi,produk,kategori,jumlah,harga_satuan,total,kota
2026-02-06,TRX-1070,Es Teh,Minuman,3,7000,21000,Medan
2026-04-13,TRX-1071,Susu UHT,Minuman,4,7500,30000,Medan
2026-06-27,TRX-1072,Air Mineral,Minuman,1,4500,4500,Surabaya
2026-06-07,TRX-1073,Nasi Goreng,Makanan,2,25500,51000,Medan
2026-06-23,TRX-1074,Mie Ayam,Makanan,4,20500,82000,Bandung
2026-05-06,TRX-1075,Keripik,Snack,3,12500,37500,Jakarta
2026-05-24,TRX-1076,Susu UHT,Minuman,2,8000,16000,Surabaya
2026-04-15,TRX-1077,Pisang Goreng,Snack,1,10500,10500,Makassar
2026-06-15,TRX-1078,Bakso,Makanan,2,19000,38000,Surabaya
2026-06-03,TRX-1079,Nasi Goreng,Makanan,2,25000,50000,Surabaya
2026-02-15,TRX-1080,Bakso,Makanan,3,18500,55500,Jakarta
2026-06-21,TRX-1081,Teh Manis,Minuman,4,9000,36000,Bandung
2026-02-10,TRX-1082,Mie Ayam,Makanan,1,20500,20500,Jakarta
2026-03-07,TRX-1083,Martabak,Snack,3,36000,108000,Jakarta
2026-05-10,TRX-1084,Nasi Goreng,Makanan,3,25000,75000,Jakarta
2026-03-29,TRX-1085,Kue Lapis,Snack,4,15000,60000,Jakarta
2026-06-27,TRX-1086,Mie Ayam,Makanan,3,20000,60000,Medan
2026-05-28,TRX-1087,Sate Ayam,Makanan,3,30000,90000,Medan
2026-05-03,TRX-1088,Martabak,Snack,3,35500,106500,Makassar
2026-04-23,TRX-1089,Sate Ayam,Makanan,4,30500,122000,Bandung
2026-02-24,TRX-1090,Bakso,Makanan,1,18000,18000,Surabaya
2026-05-10,TRX-1091,Bakso,Makanan,1,18500,18500,Surabaya
2026-06-20,TRX-1092,Kue Lapis,Snack,2,16000,32000,Bandung
2026-06-10,TRX-1093,Nasi Goreng,Makanan,2,25000,50000,Bandung
2026-04-05,TRX-1094,Martabak,Snack,1,35000,35000,Surabaya
2026-01-25,TRX-1095,Bakso,Makanan,3,18500,55500,Jakarta
2026-03-06,TRX-1096,Sate Ayam,Makanan,2,30000,60000,Surabaya
2026-06-06,TRX-1097,Kopi Susu,Minuman,2,18000,36000,Jakarta
2026-04-11,TRX-1098,Mie Ayam,Makanan,1,20500,20500,Bandung
2026-04-16,TRX-1099,Keripik,Snack,2,12000,24000,Medan
2026-04-05,TRX-1100,Susu UHT,Minuman,1,7500,7500,Medan
2026-06-26,TRX-1101,Mie Ayam,Makanan,2,20000,40000,Surabaya
2026-01-13,TRX-1102,Teh Manis,Minuman,4,8000,32000,Makassar
2026-06-17,TRX-1103,Martabak,Snack,2,35500,71000,Medan
2026-02-08,TRX-1104,Es Teh,Minuman,2,6500,13000,Surabaya
2026-02-22,TRX-1105,Ayam Geprek,Makanan,4,23000,92000,Medan
2026-06-07,TRX-1106,Pisang Goreng,Snack,4,11000,44000,Bandung
2026-04-14,TRX-1107,Kopi Susu,Minuman,1,18500,18500,Makassar
2026-03-09,TRX-1108,Nasi Goreng,Makanan,4,25000,100000,Surabaya
2026-06-03,TRX-1109,Air Mineral,Minuman,2,4000,8000,Jakarta
2026-02-21,TRX-1110,Ayam Geprek,Makanan,3,22000,66000,Surabaya
2026-03-23,TRX-1111,Bakso,Makanan,3,18500,55500,Medan
2026-06-05,TRX-1112,Susu UHT,Minuman,2,8000,16000,Makassar
2026-02-11,TRX-1113,Kopi Susu,Minuman,4,19000,76000,Jakarta
2026-05-31,TRX-1114,Ayam Geprek,Makanan,1,23000,23000,Makassar
2026-02-06,TRX-1115,Nasi Goreng,Makanan,2,25000,50000,Surabaya
2026-02-11,TRX-1116,Ayam Geprek,Makanan,1,22500,22500,Jakarta
2026-01-17,TRX-1117,Nasi Goreng,Makanan,2,25500,51000,Medan
2026-05-31,TRX-1118,Susu UHT,Minuman,2,7500,15000,Makassar
2026-04-02,TRX-1119,Kopi Susu,Minuman,3,18000,54000,Makassar
2026-04-11,TRX-1120,Kue Lapis,Snack,1,15000,15000,Surabaya
2026-02-26,TRX-1121,Kue Lapis,Snack,1,16000,16000,Bandung
2026-03-14,TRX-1122,Kopi Susu,Minuman,2,19000,38000,Jakarta
2026-02-25,TRX-1123,Keripik,Snack,4,13000,52000,Jakarta
2026-04-23,TRX-1124,Martabak,Snack,4,36000,144000,Bandung
2026-05-24,TRX-1125,Martabak,Snack,4,35000,140000,Medan
2026-01-04,TRX-1126,Susu UHT,Minuman,1,7000,7000,Surabaya
2026-03-25,TRX-1127,Ayam Geprek,Makanan,4,23000,92000,Surabaya
2026-01-26,TRX-1128,Kopi Susu,Minuman,2,18000,36000,Bandung
2026-01-18,TRX-1129,Sate Ayam,Makanan,1,30500,30500,Surabaya
2026-02-16,TRX-1130,Es Teh,Minuman,2,7000,14000,Medan
2026-03-05,TRX-1131,Keripik,Snack,3,12000,36000,Bandung
2026-06-02,TRX-1132,Keripik,Snack,1,12000,12000,Makassar
2026-06-10,TRX-1133,Martabak,Snack,1,35000,35000,Surabaya
2026-01-20,TRX-1134,Susu UHT,Minuman,2,7000,14000,Surabaya
2026-03-30,TRX-1135,Kue Lapis,Snack,1,15000,15000,Medan
2026-06-27,TRX-1136,Susu UHT,Minuman,4,7500,30000,Bandung
2026-03-14,TRX-1137,Sate Ayam,Makanan,3,30500,91500,Medan
2026-03-01,TRX-1138,Keripik,Snack,1,12500,12500,Bandung
2026-01-27,TRX-1139,Kopi Susu,Minuman,1,19000,19000,Medan
2026-06-14,TRX-1140,Susu UHT,Minuman,1,7500,7500,Surabaya
2026-05-07,TRX-1141,Kue Lapis,Snack,4,15000,60000,Makassar
2026-03-22,TRX-1142,Teh Manis,Minuman,1,8500,8500,Jakarta
2026-03-17,TRX-1143,Keripik,Snack,4,12500,50000,Bandung
2026-03-21,TRX-1144,Kue Lapis,Snack,2,15500,31000,Bandung
2026-05-26,TRX-1145,Ayam Geprek,Makanan,4,23000,92000,Jakarta
2026-01-22,TRX-1146,Kue Lapis,Snack,3,16000,48000,Bandung
2026-01-18,TRX-1147,Sate Ayam,Makanan,2,30500,61000,Makassar
2026-02-03,TRX-1148,Air Mineral,Minuman,1,4500,4500,Medan
2026-03-31,TRX-1149,Air Mineral,Minuman,2,4500,9000,Bandung
2026-01-31,TRX-1150,Martabak,Snack,1,35500,35500,Bandung
2026-03-01,TRX-1151,Martabak,Snack,2,36000,72000,Medan
2026-05-04,TRX-1152,Kopi Susu,Minuman,2,18000,36000,Medan
2026-03-16,TRX-1153,Bakso,Makanan,4,18500,74000,Surabaya
2026-04-12,TRX-1154,Es Teh,Minuman,1,7000,7000,Bandung
2026-04-08,TRX-1155,Mie Ayam,Makanan,3,20000,60000,Surabaya
2026-04-28,TRX-1156,Air Mineral,Minuman,1,4000,4000,Jakarta
2026-03-01,TRX-1157,Bakso,Makanan,4,19000,76000,Medan
2026-01-17,TRX-1158,Susu UHT,Minuman,3,8000,24000,Makassar
2026-05-16,TRX-1159,Sate Ayam,Makanan,2,31000,62000,Jakarta
2026-02-26,TRX-1160,Keripik,Snack,4,12000,48000,Bandung
2026-03-05,TRX-1161,Kue Lapis,Snack,1,15000,15000,Jakarta
2026-04-28,TRX-1162,Nasi Goreng,Makanan,2,26000,52000,Bandung
2026-03-25,TRX-1163,Susu UHT,Minuman,2,7000,14000,Jakarta
2026-04-15,TRX-1164,Pisang Goreng,Snack,3,11000,33000,Medan
2026-06-10,TRX-1165,Keripik,Snack,1,13000,13000,Medan
2026-06-13,TRX-1166,Pisang Goreng,Snack,2,11000,22000,Medan
2026-05-17,TRX-1167,Es Teh,Minuman,1,6000,6000,Medan
2026-05-14,TRX-1168,Pisang Goreng,Snack,1,10500,10500,Bandung
2026-06-02,TRX-1169,Bakso,Makanan,3,19000,57000,Surabaya
2026-02-08,TRX-1170,Mie Ayam,Makanan,1,21000,21000,Makassar
2026-05-18,TRX-1171,Nasi Goreng,Makanan,4,25500,102000,Medan
2026-01-30,TRX-1172,Ayam Geprek,Makanan,3,22000,66000,Medan
2026-06-19,TRX-1173,Es Teh,Minuman,1,6500,6500,Jakarta
2026-06-22,TRX-1174,Martabak,Snack,4,36000,144000,Surabaya
2026-01-03,TRX-1175,Es Teh,Minuman,2,7000,14000,Makassar
2026-01-04,TRX-1176,Es Teh,Minuman,3,6000,18000,Jakarta
2026-02-09,TRX-1177,Pisang Goreng,Snack,3,11000,33000,Jakarta
2026-06-28,TRX-1178,Nasi Goreng,Makanan,3,25000,75000,Jakarta
2026-06-10,TRX-1179,Sate Ayam,Makanan,4,30000,120000,Medan
2026-02-24,TRX-1180,Nasi Goreng,Makanan,4,26000,104000,Surabaya
2026-03-23,TRX-1181,Mie Ayam,Makanan,1,20500,20500,Jakarta
2026-04-01,TRX-1182,Susu UHT,Minuman,2,7500,15000,Jakarta
2026-03-04,TRX-1183,Keripik,Snack,1,12000,12000,Bandung
2026-03-08,TRX-1184,Teh Manis,Minuman,3,8000,24000,Makassar
2026-06-18,TRX-1185,Es Teh,Minuman,4,7000,28000,Bandung
2026-06-14,TRX-1186,Keripik,Snack,1,13000,13000,Makassar
2026-02-28,TRX-1187,Bakso,Makanan,1,18000,18000,Bandung
2026-02-25,TRX-1188,Teh Manis,Minuman,1,8000,8000,Medan
2026-02-11,TRX-1189,Susu UHT,Minuman,3,8000,24000,Jakarta
2026-05-18,TRX-1190,Mie Ayam,Makanan,2,20000,40000,Makassar
2026-04-22,TRX-1191,Martabak,Snack,2,35000,70000,Makassar
2026-05-24,TRX-1192,Pisang Goreng,Snack,4,11000,44000,Makassar
2026-06-10,TRX-1193,Nasi Goreng,Makanan,2,25500,51000,Medan
2026-01-30,TRX-1194,Sate Ayam,Makanan,1,30500,30500,Bandung
2026-03-05,TRX-1195,Kue Lapis,Snack,4,15000,60000,Makassar
2026-06-25,TRX-1196,Es Teh,Minuman,2,6000,12000,Bandung
2026-02-27,TRX-1197,Ayam Geprek,Makanan,1,22000,22000,Surabaya
2026-05-07,TRX-1198,Susu UHT,Minuman,3,7000,21000,Jakarta
2026-04-28,TRX-1199,Martabak,Snack,3,36000,108000,Makassar
2026-06-08,TRX-1200,Nasi Goreng,Makanan,1,26000,26000,Makassar
2026-06-22,TRX-1201,Keripik,Snack,3,13000,39000,Jakarta
2026-05-02,TRX-1202,Susu UHT,Minuman,4,7000,28000,Medan
2026-06-11,TRX-1203,Martabak,Snack,3,35000,105000,Bandung
2026-05-20,TRX-1204,Martabak,Snack,2,36000,72000,Bandung
2026-03-10,TRX-1205,Kopi Susu,Minuman,4,18000,72000,Bandung
2026-05-11,TRX-1206,Keripik,Snack,2,12000,24000,Surabaya
2026-01-26,TRX-1207,Susu UHT,Minuman,2,7000,14000,Jakarta
2026-02-11,TRX-1208,Ayam Geprek,Makanan,3,23000,69000,Makassar
2026-02-19,TRX-1209,Kopi Susu,Minuman,4,18500,74000,Makassar
2026-05-04,TRX-1210,Es Teh,Minuman,1,7000,7000,Makassar
2026-04-05,TRX-1211,Martabak,Snack,1,36000,36000,Makassar
2026-04-14,TRX-1212,Martabak,Snack,4,35500,142000,Makassar
2026-01-23,TRX-1213,Kopi Susu,Minuman,3,19000,57000,Jakarta
2026-01-22,TRX-1214,Kue Lapis,Snack,1,15000,15000,Makassar
2026-05-27,TRX-1215,Sate Ayam,Makanan,2,30500,61000,Bandung
2026-04-02,TRX-1216,Bakso,Makanan,4,19000,76000,Surabaya
2026-01-07,TRX-1217,Bakso,Makanan,4,18000,72000,Jakarta
2026-04-10,TRX-1218,Sate Ayam,Makanan,1,30000,30000,Surabaya
2026-04-05,TRX-1219,Ayam Geprek,Makanan,4,23000,92000,Surabaya
2026-06-01,TRX-1220,Air Mineral,Minuman,3,5000,15000,Jakarta
2026-06-12,TRX-1221,Teh Manis,Minuman,3,8000,24000,Makassar
2026-01-11,TRX-1222,Pisang Goreng,Snack,3,10500,31500,Bandung
2026-04-29,TRX-1223,Ayam Geprek,Makanan,1,22000,22000,Medan
2026-06-11,TRX-1224,Nasi Goreng,Makanan,1,25500,25500,Jakarta
2026-03-08,TRX-1225,Martabak,Snack,4,35500,142000,Bandung
2026-06-06,TRX-1226,Martabak,Snack,2,35000,70000,Bandung
2026-05-12,TRX-1227,Sate Ayam,Makanan,2,30500,61000,Surabaya
2026-04-19,TRX-1228,Air Mineral,Minuman,1,4500,4500,Medan
2026-03-24,TRX-1229,Bakso,Makanan,1,18500,18500,Surabaya
2026-02-11,TRX-1230,Keripik,Snack,2,12500,25000,Jakarta
2026-02-06,TRX-1231,Air Mineral,Minuman,3,5000,15000,Surabaya
2026-01-24,TRX-1232,Martabak,Snack,2,36000,72000,Surabaya
2026-02-04,TRX-1233,Kopi Susu,Minuman,4,19000,76000,Medan
2026-05-01,TRX-1234,Kue Lapis,Snack,3,15000,45000,Surabaya
2026-04-11,TRX-1235,Susu UHT,Minuman,3,7000,21000,Surabaya
2026-06-04,TRX-1236,Pisang Goreng,Snack,4,10000,40000,Makassar
2026-03-09,TRX-1237,Es Teh,Minuman,2,6000,12000,Bandung
2026-01-22,TRX-1238,Bakso,Makanan,4,18000,72000,Surabaya
2026-02-06,TRX-1239,Kopi Susu,Minuman,1,18500,18500,Bandung
2026-06-14,TRX-1240,Keripik,Snack,3,12000,36000,Medan
2026-03-01,TRX-1241,Air Mineral,Minuman,3,5000,15000,Jakarta
2026-06-13,TRX-1242,Teh Manis,Minuman,4,8500,34000,Makassar
2026-06-06,TRX-1243,Susu UHT,Minuman,2,7000,14000,Makassar
2026-04-28,TRX-1244,Ayam Geprek,Makanan,4,23000,92000,Makassar
2026-05-24,TRX-1245,Susu UHT,Minuman,1,8000,8000,Bandung
2026-04-23,TRX-1246,Pisang Goreng,Snack,2,10000,20000,Jakarta
2026-04-06,TRX-1247,Es Teh,Minuman,1,7000,7000,Bandung
2026-04-06,TRX-1248,Es Teh,Minuman,4,6000,24000,Makassar
2026-04-24,TRX-1249,Teh Manis,Minuman,1,8500,8500,Jakarta
2026-03-01,TRX-1250,Nasi Goreng,Makanan,2,25000,50000,Bandung
2026-04-13,TRX-1251,Kopi Susu,Minuman,3,18500,55500,Surabaya
2026-03-08,TRX-1252,Susu UHT,Minuman,2,8000,16000,Makassar
2026-01-29,TRX-1253,Air Mineral,Minuman,3,5000,15000,Surabaya
2026-05-21,TRX-1254,Sate Ayam,Makanan,3,30500,91500,Jakarta
2026-05-27,TRX-1255,Kopi Susu,Minuman,1,18500,18500,Bandung
2026-05-18,TRX-1256,Keripik,Snack,1,13000,13000,Bandung
2026-03-28,TRX-1257,Susu UHT,Minuman,3,7500,22500,Surabaya
2026-03-24,TRX-1258,Mie Ayam,Makanan,2,20500,41000,Jakarta
2026-05-26,TRX-1259,Teh Manis,Minuman,4,9000,36000,Surabaya
2026-06-01,TRX-1260,Pisang Goreng,Snack,4,11000,44000,Bandung
2026-05-05,TRX-1261,Pisang Goreng,Snack,4,10500,42000,Medan
2026-02-16,TRX-1262,Kopi Susu,Minuman,1,18500,18500,Surabaya
2026-01-05,TRX-1263,Air Mineral,Minuman,2,4000,8000,Makassar
2026-04-05,TRX-1264,Bakso,Makanan,3,19000,57000,Surabaya
2026-01-16,TRX-1265,Bakso,Makanan,1,19000,19000,Bandung
2026-04-28,TRX-1266,Keripik,Snack,4,13000,52000,Makassar
2026-01-17,TRX-1267,Es Teh,Minuman,1,6000,6000,Bandung
2026-03-27,TRX-1268,Air Mineral,Minuman,4,4500,18000,Makassar
2026-06-01,TRX-1269,Teh Manis,Minuman,3,9000,27000,Jakarta
2026-06-28,TRX-1270,Kopi Susu,Minuman,2,18500,37000,Medan
2026-06-05,TRX-1271,Kopi Susu,Minuman,4,18000,72000,Medan
2026-03-29,TRX-1272,Pisang Goreng,Snack,1,10500,10500,Surabaya
2026-04-22,TRX-1273,Bakso,Makanan,1,18000,18000,Medan
2026-05-31,TRX-1274,Nasi Goreng,Makanan,4,26000,104000,Medan
2026-03-19,TRX-1275,Nasi Goreng,Makanan,1,25500,25500,Makassar
2026-05-23,TRX-1276,Teh Manis,Minuman,3,8500,25500,Makassar
2026-04-23,TRX-1277,Teh Manis,Minuman,3,8500,25500,Bandung
2026-04-23,TRX-1278,Sate Ayam,Makanan,1,30500,30500,Medan
2026-06-03,TRX-1279,Nasi Goreng,Makanan,3,25000,75000,Makassar
2026-06-05,TRX-1280,Teh Manis,Minuman,1,8500,8500,Medan
2026-02-07,TRX-1281,Martabak,Snack,3,35000,105000,Jakarta
2026-04-03,TRX-1282,Bakso,Makanan,2,19000,38000,Bandung
2026-05-28,TRX-1283,Teh Manis,Minuman,4,9000,36000,Surabaya
2026-02-09,TRX-1284,Ayam Geprek,Makanan,2,22000,44000,Makassar
2026-06-25,TRX-1285,Martabak,Snack,4,35000,140000,Surabaya
2026-06-22,TRX-1286,Es Teh,Minuman,1,6500,6500,Makassar
2026-01-25,TRX-1287,Es Teh,Minuman,1,7000,7000,Jakarta
2026-02-15,TRX-1288,Martabak,Snack,4,35000,140000,Medan
2026-01-02,TRX-1289,Sate Ayam,Makanan,4,30500,122000,Jakarta
2026-03-19,TRX-1290,Ayam Geprek,Makanan,4,22500,90000,Surabaya
2026-02-26,TRX-1291,Pisang Goreng,Snack,1,11000,11000,Makassar
2026-03-28,TRX-1292,Pisang Goreng,Snack,4,11000,44000,Jakarta
2026-02-24,TRX-1293,Bakso,Makanan,3,18500,55500,Medan
2026-02-11,TRX-1294,Kopi Susu,Minuman,4,19000,76000,Bandung
2026-03-05,TRX-1295,Es Teh,Minuman,4,7000,28000,Bandung
2026-04-25,TRX-1296,Pisang Goreng,Snack,3,11000,33000,Medan
2026-06-09,TRX-1297,Air Mineral,Minuman,3,4500,13500,Makassar
2026-04-16,TRX-1298,Bakso,Makanan,1,18000,18000,Jakarta
2026-04-29,TRX-1299,Nasi Goreng,Makanan,3,26000,78000,Bandung
2026-03-02,TRX-1300,Ayam Geprek,Makanan,1,23000,23000,Makassar
2026-04-02,TRX-1301,Martabak,Snack,2,35000,70000,Bandung
2026-05-02,TRX-1302,Nasi Goreng,Makanan,3,25500,76500,Bandung
2026-05-14,TRX-1303,Bakso,Makanan,1,18000,18000,Jakarta
2026-06-26,TRX-1304,Susu UHT,Minuman,4,7000,28000,Jakarta
2026-05-06,TRX-1305,Kue Lapis,Snack,2,16000,32000,Bandung
2026-03-29,TRX-1306,Teh Manis,Minuman,3,8500,25500,Jakarta
2026-06-11,TRX-1307,Air Mineral,Minuman,3,5000,15000,Medan
2026-06-08,TRX-1308,Pisang Goreng,Snack,2,11000,22000,Medan
2026-05-02,TRX-1309,Susu UHT,Minuman,4,7000,28000,Jakarta
2026-01-27,TRX-1310,Keripik,Snack,3,12500,37500,Jakarta
2026-02-15,TRX-1311,Ayam Geprek,Makanan,1,22500,22500,Makassar
2026-04-11,TRX-1312,Kue Lapis,Snack,4,16000,64000,Bandung
2026-06-12,TRX-1313,Es Teh,Minuman,3,6500,19500,Makassar
2026-03-01,TRX-1314,Sate Ayam,Makanan,1,31000,31000,Jakarta
2026-04-13,TRX-1315,Nasi Goreng,Makanan,3,25500,76500,Surabaya
2026-03-29,TRX-1316,Susu UHT,Minuman,3,8000,24000,Bandung
2026-02-03,TRX-1317,Martabak,Snack,3,35500,106500,Makassar
2026-03-14,TRX-1318,Keripik,Snack,2,13000,26000,Jakarta
2026-02-05,TRX-1319,Air Mineral,Minuman,2,4000,8000,Makassar
2026-05-31,TRX-1320,Mie Ayam,Makanan,2,20500,41000,Jakarta
2026-02-22,TRX-1321,Kopi Susu,Minuman,2,19000,38000,Jakarta
2026-05-07,TRX-1322,Air Mineral,Minuman,4,4500,18000,Jakarta
2026-03-29,TRX-1323,Es Teh,Minuman,3,6500,19500,Makassar
2026-05-29,TRX-1324,Susu UHT,Minuman,4,8000,32000,Jakarta
2026-01-09,TRX-1325,Keripik,Snack,2,12000,24000,Medan
2026-04-20,TRX-1326,Keripik,Snack,2,12500,25000,Bandung
2026-01-13,TRX-1327,Bakso,Makanan,3,19000,57000,Jakarta
2026-02-03,TRX-1328,Nasi Goreng,Makanan,1,26000,26000,Makassar
2026-01-30,TRX-1329,Es Teh,Minuman,4,6000,24000,Bandung
2026-04-04,TRX-1330,Kopi Susu,Minuman,1,19000,19000,Medan
2026-02-15,TRX-1331,Kopi Susu,Minuman,2,18000,36000,Jakarta
2026-05-06,TRX-1332,Susu UHT,Minuman,1,7500,7500,Jakarta
2026-06-14,TRX-1333,Ayam Geprek,Makanan,1,22500,22500,Makassar
2026-06-12,TRX-1334,Ayam Geprek,Makanan,2,23000,46000,Medan
2026-06-18,TRX-1335,Bakso,Makanan,4,18000,72000,Surabaya
2026-01-03,TRX-1336,Pisang Goreng,Snack,1,10500,10500,Jakarta
2026-01-19,TRX-1337,Susu UHT,Minuman,4,8000,32000,Jakarta
2026-03-01,TRX-1338,Air Mineral,Minuman,2,4000,8000,Bandung
2026-05-22,TRX-1339,Mie Ayam,Makanan,3,20000,60000,Jakarta
2026-06-07,TRX-1340,Kopi Susu,Minuman,3,18500,55500,Bandung
2026-04-14,TRX-1341,Pisang Goreng,Snack,4,10000,40000,Jakarta
2026-01-06,TRX-1342,Ayam Geprek,Makanan,3,22000,66000,Surabaya
2026-05-25,TRX-1343,Sate Ayam,Makanan,2,31000,62000,Surabaya
2026-04-08,TRX-1344,Martabak,Snack,2,35000,70000,Surabaya
2026-05-30,TRX-1345,Bakso,Makanan,3,19000,57000,Medan
2026-03-27,TRX-1346,Kopi Susu,Minuman,1,18500,18500,Makassar
2026-05-12,TRX-1347,Ayam Geprek,Makanan,1,23000,23000,Jakarta
2026-02-27,TRX-1348,Bakso,Makanan,4,18500,74000,Medan
2026-03-18,TRX-1349,Bakso,Makanan,1,18500,18500,Bandung
2026-04-16,TRX-1350,Susu UHT,Minuman,2,7500,15000,Jakarta
2026-06-01,TRX-1351,Martabak,Snack,2,36000,72000,Jakarta
2026-03-19,TRX-1352,Mie Ayam,Makanan,3,20000,60000,Makassar
2026-06-17,TRX-1353,Teh Manis,Minuman,3,9000,27000,Surabaya
2026-03-01,TRX-1354,Teh Manis,Minuman,2,8500,17000,Surabaya
2026-06-21,TRX-1355,Nasi Goreng,Makanan,1,26000,26000,Jakarta
2026-02-13,TRX-1356,Es Teh,Minuman,4,6000,24000,Jakarta
2026-01-21,TRX-1357,Kue Lapis,Snack,4,15500,62000,Medan
2026-04-01,TRX-1358,Susu UHT,Minuman,3,8000,24000,Bandung
2026-03-30,TRX-1359,Martabak,Snack,3,35000,105000,Bandung
2026-05-25,TRX-1360,Nasi Goreng,Makanan,3,26000,78000,Bandung
2026-04-29,TRX-1361,Teh Manis,Minuman,2,8500,17000,Bandung
2026-04-13,TRX-1362,Sate Ayam,Makanan,4,30500,122000,Makassar
2026-05-18,TRX-1363,Nasi Goreng,Makanan,4,25500,102000,Surabaya
2026-01-12,TRX-1364,Sate Ayam,Makanan,4,30000,120000,Medan
2026-02-05,TRX-1365,Martabak,Snack,1,35500,35500,Makassar
2026-01-28,TRX-1366,Bakso,Makanan,4,19000,76000,Jakarta
2026-04-08,TRX-1367,Kue Lapis,Snack,1,15500,15500,Medan
2026-02-25,TRX-1368,Sate Ayam,Makanan,2,30000,60000,Jakarta
2026-01-21,TRX-1369,Pisang Goreng,Snack,3,10500,31500,Medan
2026-03-11,TRX-1370,Es Teh,Minuman,1,7000,7000,Jakarta
2026-02-19,TRX-1371,Nasi Goreng,Makanan,1,25000,25000,Makassar
2026-05-19,TRX-1372,Sate Ayam,Makanan,3,30000,90000,Surabaya
2026-04-11,TRX-1373,Teh Manis,Minuman,1,9000,9000,Bandung
2026-02-15,TRX-1374,Keripik,Snack,4,13000,52000,Bandung
2026-03-16,TRX-1375,Keripik,Snack,1,12500,12500,Jakarta
2026-05-02,TRX-1376,Teh Manis,Minuman,3,8000,24000,Jakarta
2026-01-10,TRX-1377,Martabak,Snack,1,35000,35000,Bandung
2026-01-28,TRX-1378,Pisang Goreng,Snack,4,10500,42000,Makassar
2026-03-04,TRX-1379,Es Teh,Minuman,3,7000,21000,Jakarta
2026-03-07,TRX-1380,Teh Manis,Minuman,4,9000,36000,Medan
2026-05-22,TRX-1381,Pisang Goreng,Snack,4,10000,40000,Bandung
2026-05-27,TRX-1382,Es Teh,Minuman,2,6000,12000,Makassar
2026-01-03,TRX-1383,Ayam Geprek,Makanan,1,23000,23000,Bandung
2026-01-02,TRX-1384,Sate Ayam,Makanan,2,30000,60000,Surabaya
2026-05-19,TRX-1385,Bakso,Makanan,1,18000,18000,Makassar
2026-05-16,TRX-1386,Es Teh,Minuman,2,6500,13000,Makassar
2026-04-07,TRX-1387,Es Teh,Minuman,2,7000,14000,Surabaya
2026-04-22,TRX-1388,Ayam Geprek,Makanan,1,22500,22500,Medan
2026-04-19,TRX-1389,Sate Ayam,Makanan,4,30000,120000,Makassar
2026-01-09,TRX-1390,Kue Lapis,Snack,4,15000,60000,Jakarta
2026-04-09,TRX-1391,Ayam Geprek,Makanan,2,23000,46000,Surabaya
2026-03-19,TRX-1392,Martabak,Snack,1,35000,35000,Bandung
2026-04-17,TRX-1393,Es Teh,Minuman,3,7000,21000,Surabaya
2026-04-17,TRX-1394,Air Mineral,Minuman,1,5000,5000,Medan
2026-03-23,TRX-1395,Teh Manis,Minuman,3,8500,25500,Bandung
2026-01-25,TRX-1396,Air Mineral,Minuman,3,5000,15000,Jakarta
2026-02-10,TRX-1397,Pisang Goreng,Snack,3,11000,33000,Medan
2026-06-23,TRX-1398,Pisang Goreng,Snack,3,10500,31500,Jakarta
2026-02-14,TRX-1399,Air Mineral,Minuman,4,4500,18000,Jakarta
2026-04-18,TRX-1400,Pisang Goreng,Snack,4,11000,44000,Medan
2026-01-14,TRX-1401,Teh Manis,Minuman,3,8500,25500,Jakarta
2026-02-24,TRX-1402,Es Teh,Minuman,1,7000,7000,Jakarta
2026-03-10,TRX-1403,Teh Manis,Minuman,3,8500,25500,Medan
2026-06-21,TRX-1404,Pisang Goreng,Snack,3,10500,31500,Medan
2026-04-22,TRX-1405,Martabak,Snack,4,36000,144000,Medan
2026-03-05,TRX-1406,Kopi Susu,Minuman,2,18000,36000,Jakarta
2026-05-13,TRX-1407,Pisang Goreng,Snack,3,11000,33000,Medan
2026-03-03,TRX-1408,Mie Ayam,Makanan,3,21000,63000,Jakarta
2026-01-01,TRX-1409,Kopi Susu,Minuman,3,18000,54000,Jakarta
2026-03-04,TRX-1410,Nasi Goreng,Makanan,1,26000,26000,Medan
2026-04-29,TRX-1411,Mie Ayam,Makanan,2,20500,41000,Medan
2026-06-14,TRX-1412,Bakso,Makanan,1,18000,18000,Bandung
2026-06-01,TRX-1413,Bakso,Makanan,1,18000,18000,Medan
2026-06-14,TRX-1414,Keripik,Snack,1,13000,13000,Medan
2026-01-16,TRX-1415,Mie Ayam,Makanan,3,20500,61500,Jakarta
2026-01-23,TRX-1416,Susu UHT,Minuman,3,7000,21000,Medan
2026-02-25,TRX-1417,Mie Ayam,Makanan,1,20500,20500,Jakarta
2026-02-02,TRX-1418,Nasi Goreng,Makanan,4,25500,102000,Bandung
2026-01-06,TRX-1419,Teh Manis,Minuman,4,8500,34000,Medan
2026-02-04,TRX-1420,Kue Lapis,Snack,1,16000,16000,Makassar
2026-02-19,TRX-1421,Sate Ayam,Makanan,1,31000,31000,Bandung
2026-06-18,TRX-1422,Kue Lapis,Snack,2,15500,31000,Medan
2026-06-18,TRX-1423,Air Mineral,Minuman,3,4000,12000,Makassar
2026-06-09,TRX-1424,Keripik,Snack,3,13000,39000,Medan
2026-03-09,TRX-1425,Sate Ayam,Makanan,4,31000,124000,Medan
2026-03-08,TRX-1426,Nasi Goreng,Makanan,3,25000,75000,Medan
