id,tanggal,kota,kategori_usaha,nominal_juta,metode,lunas
T-014669,2026-06-28,Balikpapan,Retail,2.81,Tunai,Lunas
T-014670,2025-09-23,Medan,Kerajinan,2.63,QRIS,Lunas
T-014671,2026-05-19,Bandung,Kuliner,0.95,Tunai,Lunas
T-014672,2025-06-18,Balikpapan,Kerajinan,5.74,QRIS,Tempo
T-014673,2026-08-19,Surabaya,Pertanian,3.32,Transfer,Lunas
T-014674,2025-08-02,Palembang,Pertanian,2.59,Tunai,Lunas
T-014675,2025-07-06,Denpasar,Kuliner,1.61,Tunai,Tempo
T-014676,2025-07-25,Medan,Retail,1.55,QRIS,Lunas
T-014677,2025-08-21,Bandung,Kuliner,0.55,QRIS,Lunas
T-014678,2026-09-01,Bandung,Kerajinan,5.52,Tunai,Lunas
T-014679,2026-05-27,Balikpapan,Retail,1.19,Transfer,Lunas
T-014680,2026-08-20,Semarang,Pertanian,2.73,QRIS,Tempo
T-014681,2025-12-09,Semarang,Retail,4.38,QRIS,Lunas
T-014682,2026-06-01,Medan,Jasa,0.66,QRIS,Belum
T-014683,2026-03-23,Palembang,Kerajinan,4.5,Tunai,Tempo
T-014684,2025-06-01,Surabaya,Kerajinan,3.75,QRIS,Lunas
T-014685,2025-06-17,Medan,Kerajinan,0.93,QRIS,Lunas
T-014686,2025-09-10,Surabaya,Kerajinan,4.44,Tunai,Lunas
T-014687,2026-04-13,Surabaya,Pertanian,3.05,Tunai,Tempo
T-014688,2025-10-22,Makassar,Kerajinan,3.9,Tunai,Lunas
T-014689,2026-07-23,Bandung,Jasa,0.57,Transfer,Tempo
T-014690,2026-04-25,Yogyakarta,Jasa,4.32,QRIS,Lunas
T-014691,2025-07-23,Bandung,Kerajinan,3.11,Transfer,Lunas
T-014692,2026-06-05,Semarang,Jasa,0.88,Transfer,Tempo
T-014693,2025-11-09,Surabaya,Retail,6.37,Transfer,Lunas
T-014694,2025-07-28,Balikpapan,Retail,3.79,Transfer,Lunas
T-014695,2026-02-03,Bandung,Retail,1.62,Transfer,Lunas
T-014696,2025-10-23,Makassar,Retail,1.01,QRIS,Lunas
T-014697,2026-07-07,Palembang,Kerajinan,2.64,Transfer,Tempo
T-014698,2025-07-23,Denpasar,Pertanian,1.99,Tunai,Lunas
T-014699,2025-07-26,Jakarta,Jasa,1.72,Transfer,Lunas
T-014700,2026-03-23,Denpasar,Pertanian,6.18,Tunai,Lunas
T-014701,2026-02-13,Surabaya,Retail,1.81,Transfer,Lunas
T-014702,2026-01-12,Yogyakarta,Retail,9.21,Transfer,Lunas
T-014703,2025-10-23,Bandung,Kuliner,3.03,Tunai,Tempo
T-014704,2026-04-10,Yogyakarta,Kerajinan,1.68,Tunai,Tempo
T-014705,2025-09-28,Palembang,Retail,4.08,QRIS,Lunas
T-014706,2026-04-16,Palembang,Jasa,2.43,Transfer,Lunas
T-014707,2025-07-12,Surabaya,Pertanian,6.55,Transfer,Lunas
T-014708,2026-03-25,Balikpapan,Jasa,0.93,Tunai,Lunas
T-014709,2026-01-10,Medan,Jasa,0.64,Transfer,Lunas
T-014710,2026-07-24,Palembang,Jasa,7.28,Transfer,Lunas
T-014711,2026-05-01,Denpasar,Jasa,1.68,QRIS,Belum
T-014712,2026-07-11,Jakarta,Kuliner,1.65,Transfer,Lunas
T-014713,2026-08-01,Makassar,Kuliner,0.65,QRIS,Lunas
T-014714,2026-06-10,Yogyakarta,Kerajinan,0.51,QRIS,Lunas
T-014715,2026-01-25,Balikpapan,Pertanian,0.89,QRIS,Lunas
T-014716,2026-07-01,Semarang,Pertanian,1.08,QRIS,Lunas
T-014717,2025-10-17,Yogyakarta,Kerajinan,0.83,Transfer,Tempo
T-014718,2026-08-02,Balikpapan,Kuliner,1.08,Transfer,Lunas
T-014719,2026-01-26,Semarang,Retail,3.69,QRIS,Lunas
T-014720,2026-02-12,Balikpapan,Pertanian,0.95,Transfer,Lunas
T-014721,2026-02-15,Yogyakarta,Jasa,1.18,Tunai,Lunas
T-014722,2026-02-13,Balikpapan,Kuliner,7.39,Tunai,Lunas
T-014723,2026-01-10,Yogyakarta,Retail,1.83,Transfer,Lunas
T-014724,2025-06-15,Semarang,Jasa,3.75,QRIS,Lunas
T-014725,2026-07-08,Makassar,Kerajinan,1.57,Transfer,Lunas
T-014726,2025-09-28,Balikpapan,Pertanian,2.14,Transfer,Lunas
T-014727,2026-06-03,Palembang,Jasa,16.06,QRIS,Lunas
T-014728,2025-11-17,Denpasar,Kerajinan,5.83,Tunai,Lunas
T-014729,2025-07-19,Bandung,Kuliner,1.33,QRIS,Lunas
T-014730,2025-09-10,Palembang,Kuliner,1.64,Tunai,Tempo
T-014731,2025-10-11,Balikpapan,Pertanian,2.62,QRIS,Lunas
T-014732,2026-04-16,Surabaya,Jasa,1.25,Tunai,Lunas
T-014733,2025-07-12,Balikpapan,Kerajinan,2.02,QRIS,Lunas
T-014734,2026-08-08,Denpasar,Kuliner,4.78,Transfer,Lunas
T-014735,2026-05-17,Medan,Retail,4.31,Transfer,Lunas
T-014736,2026-05-25,Palembang,Jasa,1.67,Tunai,Tempo
T-014737,2025-06-28,Medan,Jasa,2.08,QRIS,Lunas
T-014738,2026-08-15,Denpasar,Pertanian,0.77,QRIS,Lunas
T-014739,2026-02-28,Surabaya,Kerajinan,2.36,QRIS,Lunas
T-014740,2026-07-29,Medan,Kuliner,0.99,QRIS,Lunas
T-014741,2025-06-12,Surabaya,Pertanian,1.9,QRIS,Lunas
T-014742,2025-09-24,Makassar,Pertanian,8.5,Transfer,Belum
T-014743,2025-06-27,Surabaya,Kerajinan,0.74,QRIS,Tempo
T-014744,2026-03-12,Bandung,Pertanian,1.01,Transfer,Tempo
T-014745,2025-09-11,Jakarta,Pertanian,0.3,Tunai,Lunas
T-014746,2026-03-09,Balikpapan,Kerajinan,2.62,QRIS,Lunas
T-014747,2025-09-12,Palembang,Retail,3.83,QRIS,Lunas
T-014748,2026-02-06,Medan,Kuliner,1.29,QRIS,Lunas
T-014749,2026-04-10,Surabaya,Kerajinan,1.2,Tunai,Lunas
T-014750,2025-09-05,Jakarta,Jasa,4.58,QRIS,Lunas
T-014751,2025-11-04,Semarang,Retail,2.35,QRIS,Lunas
T-014752,2025-09-05,Semarang,Pertanian,0.2,QRIS,Lunas
T-014753,2025-08-29,Bandung,Jasa,9.93,QRIS,Lunas
T-014754,2026-01-23,Bandung,Retail,10.72,Tunai,Lunas
T-014755,2025-07-04,Bandung,Retail,6.56,Tunai,Lunas
T-014756,2026-04-07,Medan,Retail,0.45,QRIS,Lunas
T-014757,2025-11-16,Bandung,Pertanian,12.72,QRIS,Tempo
T-014758,2026-02-24,Bandung,Kerajinan,7.02,QRIS,Lunas
T-014759,2026-02-08,Medan,Kerajinan,2.69,QRIS,Lunas
T-014760,2025-09-14,Semarang,Kuliner,1.1,QRIS,Lunas
T-014761,2026-01-25,Palembang,Jasa,3.29,Transfer,Lunas
T-014762,2025-08-18,Balikpapan,Kuliner,2.47,Tunai,Lunas
T-014763,2026-06-12,Denpasar,Jasa,2.56,Tunai,Tempo
T-014764,2026-02-05,Makassar,Kerajinan,1.01,Tunai,Lunas
T-014765,2026-01-27,Jakarta,Kuliner,2.51,QRIS,Lunas
T-014766,2026-03-23,Medan,Retail,0.98,Transfer,Lunas
T-014767,2025-10-27,Palembang,Retail,1.51,QRIS,Lunas
T-014768,2025-06-27,Bandung,Kerajinan,0.45,Transfer,Lunas
T-014769,2025-07-06,Denpasar,Pertanian,9.04,Tunai,Belum
T-014770,2025-06-18,Palembang,Kerajinan,2.06,Transfer,Lunas
T-014771,2025-12-24,Semarang,Kuliner,2.69,Transfer,Lunas
T-014772,2026-08-04,Balikpapan,Pertanian,3.22,Transfer,Lunas
T-014773,2025-10-21,Medan,Retail,0.52,QRIS,Lunas
T-014774,2025-11-11,Semarang,Retail,3.34,Tunai,Lunas
T-014775,2026-04-26,Medan,Retail,3.88,QRIS,Belum
T-014776,2025-10-09,Palembang,Pertanian,3.08,Transfer,Lunas
T-014777,2026-01-07,Medan,Retail,0.99,Tunai,Lunas
T-014778,2025-07-06,Denpasar,Kerajinan,2.45,QRIS,Lunas
T-014779,2025-08-20,Palembang,Jasa,1.32,QRIS,Lunas
T-014780,2026-03-02,Denpasar,Kerajinan,7.13,QRIS,Lunas
T-014781,2026-08-18,Medan,Retail,0.66,QRIS,Lunas
T-014782,2025-07-31,Denpasar,Pertanian,10.52,Tunai,Lunas
T-014783,2025-10-25,Yogyakarta,Retail,14.83,Transfer,Lunas
T-014784,2026-02-10,Balikpapan,Jasa,1.88,Transfer,Lunas
T-014785,2026-02-06,Semarang,Kuliner,0.37,QRIS,Lunas
T-014786,2025-12-10,Jakarta,Jasa,2.52,Transfer,Lunas
T-014787,2025-10-06,Balikpapan,Pertanian,3.11,QRIS,Lunas
T-014788,2026-07-22,Denpasar,Kerajinan,1.97,Tunai,Lunas
T-014789,2025-11-27,Palembang,Kuliner,4.7,QRIS,Lunas
T-014790,2025-12-30,Jakarta,Kuliner,1.37,Tunai,Lunas
T-014791,2025-08-10,Makassar,Pertanian,6.33,QRIS,Lunas
T-014792,2026-01-15,Jakarta,Retail,1.89,Transfer,Lunas
T-014793,2026-08-24,Surabaya,Kerajinan,1.14,Transfer,Tempo
T-014794,2026-07-22,Jakarta,Kuliner,4.3,QRIS,Lunas
T-014795,2026-04-08,Balikpapan,Kerajinan,0.64,QRIS,Lunas
T-014796,2026-06-27,Makassar,Kerajinan,1.35,Transfer,Lunas
T-014797,2025-07-03,Palembang,Kerajinan,20.11,Tunai,Belum
T-014798,2025-08-07,Denpasar,Retail,2.46,QRIS,Lunas
T-014799,2026-08-06,Yogyakarta,Pertanian,11.37,QRIS,Lunas
T-014800,2026-01-30,Yogyakarta,Kerajinan,1.29,Transfer,Lunas
T-014801,2026-06-27,Surabaya,Retail,2.1,QRIS,Lunas
T-014802,2026-08-04,Bandung,Jasa,10.74,Tunai,Lunas
T-014803,2026-05-04,Medan,Kuliner,4.71,QRIS,Lunas
T-014804,2026-04-28,Palembang,Pertanian,2.04,Transfer,Lunas
T-014805,2025-11-19,Medan,Jasa,3.14,Transfer,Lunas
T-014806,2025-09-14,Denpasar,Pertanian,12.71,QRIS,Lunas
T-014807,2026-07-28,Bandung,Kuliner,0.55,Tunai,Tempo
T-014808,2025-10-05,Surabaya,Kerajinan,4.16,Tunai,Lunas
T-014809,2025-09-04,Makassar,Retail,4.77,Transfer,Tempo
T-014810,2025-12-13,Yogyakarta,Pertanian,1.95,QRIS,Lunas
T-014811,2025-07-28,Semarang,Kuliner,1.39,QRIS,Lunas
T-014812,2026-05-25,Balikpapan,Kerajinan,2.72,Transfer,Lunas
T-014813,2026-01-06,Bandung,Jasa,2.44,QRIS,Lunas
T-014814,2026-04-28,Semarang,Retail,1.67,QRIS,Lunas
T-014815,2025-10-23,Denpasar,Kuliner,0.68,Tunai,Tempo
T-014816,2026-02-08,Semarang,Jasa,5.51,QRIS,Lunas
T-014817,2026-01-10,Yogyakarta,Kuliner,1.68,QRIS,Lunas
T-014818,2025-11-06,Semarang,Kerajinan,0.62,Transfer,Lunas
T-014819,2026-05-07,Bandung,Retail,1.64,Tunai,Lunas
T-014820,2026-07-14,Yogyakarta,Kerajinan,2.48,QRIS,Lunas
T-014821,2026-07-12,Bandung,Pertanian,2.01,QRIS,Lunas
T-014822,2026-05-10,Jakarta,Pertanian,1.96,Tunai,Lunas
T-014823,2026-03-31,Jakarta,Kerajinan,3.43,QRIS,Lunas
T-014824,2026-02-15,Surabaya,Kerajinan,7.92,Transfer,Lunas
T-014825,2026-05-29,Bandung,Kerajinan,2.0,Transfer,Lunas
T-014826,2026-04-07,Makassar,Kerajinan,3.26,Tunai,Lunas
T-014827,2026-01-28,Bandung,Retail,1.82,Transfer,Lunas
T-014828,2025-07-11,Yogyakarta,Kuliner,3.23,QRIS,Lunas
T-014829,2025-08-25,Semarang,Kerajinan,14.07,Tunai,Lunas
T-014830,2025-08-08,Jakarta,Kuliner,0.41,QRIS,Lunas
T-014831,2026-02-18,Medan,Kerajinan,1.24,Tunai,Lunas
T-014832,2026-01-09,Jakarta,Kerajinan,0.32,QRIS,Lunas
T-014833,2025-08-11,Makassar,Kerajinan,3.03,Transfer,Lunas
T-014834,2025-11-09,Yogyakarta,Retail,8.01,QRIS,Lunas
T-014835,2025-12-28,Makassar,Jasa,1.21,QRIS,Lunas
T-014836,2025-07-11,Makassar,Retail,10.56,QRIS,Lunas
T-014837,2026-06-05,Balikpapan,Kerajinan,0.69,Transfer,Belum
T-014838,2025-08-23,Jakarta,Pertanian,25.0,Tunai,Belum
T-014839,2026-07-12,Surabaya,Retail,2.06,QRIS,Lunas
T-014840,2026-01-11,Denpasar,Kuliner,25.0,QRIS,Lunas
T-014841,2026-06-26,Bandung,Pertanian,3.46,Tunai,Lunas
T-014842,2026-03-08,Jakarta,Retail,0.91,QRIS,Lunas
T-014843,2026-08-23,Jakarta,Retail,4.42,Tunai,Lunas
T-014844,2026-08-01,Semarang,Kerajinan,1.3,Tunai,Lunas
T-014845,2026-07-04,Palembang,Jasa,3.24,Transfer,Lunas
T-014846,2026-07-08,Makassar,Kuliner,3.44,QRIS,Lunas
T-014847,2026-03-24,Bandung,Kuliner,4.17,QRIS,Lunas
T-014848,2025-06-21,Balikpapan,Pertanian,3.45,Transfer,Lunas
T-014849,2025-07-06,Palembang,Pertanian,4.98,QRIS,Lunas
T-014850,2026-01-18,Bandung,Pertanian,3.25,Transfer,Lunas
T-014851,2025-09-11,Bandung,Retail,3.49,QRIS,Belum
T-014852,2025-06-17,Medan,Pertanian,0.91,Transfer,Lunas
T-014853,2025-09-20,Denpasar,Kerajinan,3.76,QRIS,Lunas
T-014854,2026-07-06,Denpasar,Retail,12.0,QRIS,Lunas
T-014855,2026-05-12,Palembang,Kerajinan,0.23,QRIS,Lunas
T-014856,2025-11-05,Jakarta,Jasa,8.06,Transfer,Lunas
T-014857,2025-09-15,Denpasar,Kuliner,9.99,Transfer,Lunas
T-014858,2026-05-15,Bandung,Kerajinan,1.9,QRIS,Lunas
T-014859,2025-08-23,Semarang,Kerajinan,6.49,QRIS,Lunas
T-014860,2026-01-25,Jakarta,Jasa,6.72,QRIS,Belum
T-014861,2026-02-02,Bandung,Kerajinan,3.19,Transfer,Tempo
T-014862,2025-08-01,Medan,Pertanian,5.25,Transfer,Tempo
T-014863,2025-08-28,Bandung,Jasa,3.51,QRIS,Lunas
T-014864,2025-07-24,Palembang,Kuliner,2.39,Tunai,Lunas
T-014865,2026-04-21,Surabaya,Pertanian,3.83,Tunai,Lunas
T-014866,2026-03-09,Balikpapan,Kerajinan,3.58,Transfer,Tempo
T-014867,2026-08-07,Semarang,Kerajinan,2.38,QRIS,Tempo
T-014868,2025-10-21,Bandung,Pertanian,10.36,Transfer,Lunas
T-014869,2025-11-16,Makassar,Pertanian,3.43,Tunai,Lunas
T-014870,2025-11-17,Bandung,Kerajinan,1.77,QRIS,Lunas
T-014871,2025-06-20,Semarang,Kuliner,25.0,Tunai,Lunas
T-014872,2025-12-09,Denpasar,Kerajinan,5.03,Tunai,Lunas
T-014873,2026-07-25,Jakarta,Retail,1.49,Tunai,Lunas
T-014874,2025-10-24,Palembang,Pertanian,9.96,Tunai,Lunas
T-014875,2026-03-10,Medan,Kerajinan,2.22,Tunai,Lunas
T-014876,2025-08-23,Jakarta,Jasa,1.78,QRIS,Lunas
T-014877,2025-07-14,Medan,Kerajinan,4.64,QRIS,Lunas
T-014878,2026-05-15,Medan,Kerajinan,1.46,QRIS,Lunas
T-014879,2026-01-09,Surabaya,Jasa,0.68,Tunai,Belum
T-014880,2025-09-02,Palembang,Kerajinan,1.13,Transfer,Lunas
T-014881,2026-05-24,Surabaya,Pertanian,1.64,QRIS,Tempo
T-014882,2025-09-01,Surabaya,Jasa,7.59,Transfer,Lunas
T-014883,2026-05-07,Medan,Kerajinan,0.8,Transfer,Belum
T-014884,2025-07-09,Makassar,Retail,0.74,QRIS,Tempo
T-014885,2025-09-21,Jakarta,Retail,2.56,QRIS,Lunas
T-014886,2026-01-24,Yogyakarta,Kerajinan,2.85,Tunai,Lunas
T-014887,2025-10-19,Jakarta,Kuliner,5.79,QRIS,Lunas
T-014888,2026-05-20,Balikpapan,Kerajinan,6.99,Tunai,Lunas
T-014889,2025-07-15,Balikpapan,Pertanian,1.76,QRIS,Lunas
T-014890,2026-07-08,Jakarta,Pertanian,2.07,QRIS,Lunas
T-014891,2026-08-09,Denpasar,Kerajinan,3.23,QRIS,Lunas
T-014892,2025-08-23,Jakarta,Retail,2.48,Tunai,Belum
T-014893,2026-06-03,Palembang,Jasa,4.2,Transfer,Lunas
T-014894,2025-10-11,Jakarta,Jasa,5.43,QRIS,Lunas
T-014895,2025-11-07,Denpasar,Jasa,0.54,QRIS,Lunas
T-014896,2025-07-09,Palembang,Retail,8.71,QRIS,Lunas
T-014897,2026-07-04,Makassar,Retail,5.05,QRIS,Belum
T-014898,2025-08-27,Denpasar,Retail,1.05,Tunai,Lunas
T-014899,2025-07-07,Bandung,Kerajinan,1.54,Transfer,Tempo
T-014900,2026-04-14,Surabaya,Kuliner,1.69,Tunai,Lunas
T-014901,2025-11-02,Semarang,Kuliner,5.67,Transfer,Lunas
T-014902,2025-11-17,Palembang,Pertanian,6.42,QRIS,Belum
T-014903,2026-06-12,Jakarta,Jasa,5.29,Transfer,Lunas
T-014904,2025-11-04,Palembang,Jasa,4.32,Tunai,Tempo
T-014905,2025-11-28,Denpasar,Kuliner,5.07,QRIS,Lunas
T-014906,2026-05-15,Jakarta,Jasa,3.34,QRIS,Lunas
T-014907,2025-11-03,Surabaya,Pertanian,5.15,QRIS,Tempo
T-014908,2025-08-13,Palembang,Jasa,9.49,QRIS,Lunas
T-014909,2025-06-06,Surabaya,Pertanian,1.88,Tunai,Lunas
T-014910,2025-07-07,Denpasar,Kerajinan,2.13,QRIS,Tempo
T-014911,2026-03-08,Medan,Kerajinan,2.27,Tunai,Lunas
T-014912,2025-09-24,Palembang,Kuliner,3.86,Transfer,Belum
T-014913,2025-06-24,Denpasar,Jasa,0.49,QRIS,Lunas
T-014914,2026-01-10,Yogyakarta,Jasa,5.69,QRIS,Lunas
T-014915,2025-12-16,Bandung,Pertanian,1.35,QRIS,Lunas
T-014916,2026-01-25,Balikpapan,Kuliner,1.48,Transfer,Lunas
T-014917,2026-08-31,Surabaya,Kuliner,4.46,Transfer,Lunas
T-014918,2025-11-05,Palembang,Pertanian,0.61,Tunai,Lunas
T-014919,2025-06-10,Denpasar,Retail,2.52,QRIS,Belum
T-014920,2026-07-18,Bandung,Retail,2.82,Transfer,Lunas
T-014921,2026-06-04,Semarang,Jasa,0.99,QRIS,Lunas
T-014922,2026-02-04,Jakarta,Retail,2.44,Transfer,Lunas
T-014923,2025-11-12,Semarang,Retail,1.7,Transfer,Lunas
T-014924,2025-06-19,Surabaya,Kuliner,2.85,Tunai,Lunas
T-014925,2025-07-14,Medan,Kerajinan,1.4,Tunai,Lunas
T-014926,2025-10-14,Semarang,Retail,1.5,QRIS,Tempo
T-014927,2025-06-21,Yogyakarta,Retail,14.13,QRIS,Lunas
T-014928,2025-08-02,Jakarta,Retail,0.75,QRIS,Lunas
T-014929,2026-06-06,Denpasar,Pertanian,1.32,Tunai,Lunas
T-014930,2026-01-22,Balikpapan,Retail,1.1,Transfer,Lunas
T-014931,2026-04-17,Medan,Kuliner,2.24,Transfer,Lunas
T-014932,2026-08-15,Yogyakarta,Retail,1.66,Transfer,Lunas
T-014933,2026-07-17,Makassar,Kerajinan,1.13,QRIS,Lunas
T-014934,2026-05-08,Denpasar,Kerajinan,3.25,Tunai,Lunas
T-014935,2026-02-03,Semarang,Retail,1.19,Tunai,Lunas
T-014936,2026-08-11,Surabaya,Pertanian,1.51,Tunai,Lunas
T-014937,2025-06-11,Medan,Pertanian,12.22,QRIS,Lunas
T-014938,2026-05-17,Semarang,Pertanian,3.95,Transfer,Lunas
T-014939,2026-08-04,Yogyakarta,Kerajinan,2.89,Transfer,Tempo
T-014940,2025-07-09,Surabaya,Retail,1.56,QRIS,Lunas
T-014941,2026-04-03,Balikpapan,Jasa,0.81,Tunai,Lunas
T-014942,2025-08-18,Semarang,Kerajinan,3.3,QRIS,Lunas
T-014943,2025-12-20,Jakarta,Kuliner,0.85,Tunai,Lunas
T-014944,2025-12-22,Semarang,Kerajinan,2.73,Transfer,Lunas
T-014945,2025-06-09,Palembang,Kuliner,0.36,QRIS,Lunas
T-014946,2026-06-13,Denpasar,Kerajinan,7.92,Tunai,Lunas
T-014947,2025-11-09,Makassar,Kerajinan,0.99,Transfer,Lunas
T-014948,2026-02-06,Yogyakarta,Retail,0.92,Transfer,Tempo
T-014949,2026-05-29,Surabaya,Pertanian,0.58,Tunai,Lunas
T-014950,2026-03-14,Surabaya,Pertanian,3.46,Tunai,Tempo
T-014951,2025-08-05,Bandung,Kuliner,1.96,Transfer,Belum
T-014952,2026-06-19,Palembang,Retail,3.0,QRIS,Lunas
T-014953,2026-06-13,Jakarta,Pertanian,0.58,QRIS,Lunas
T-014954,2025-11-16,Palembang,Kuliner,10.43,Transfer,Lunas
T-014955,2026-04-18,Balikpapan,Kuliner,2.09,Transfer,Lunas
T-014956,2025-08-14,Balikpapan,Kuliner,2.02,Tunai,Lunas
T-014957,2025-12-17,Medan,Jasa,12.29,Tunai,Lunas
T-014958,2025-12-15,Yogyakarta,Kuliner,1.07,Tunai,Belum
T-014959,2025-08-24,Palembang,Retail,2.86,Tunai,Lunas
T-014960,2025-10-21,Bandung,Kerajinan,2.63,QRIS,Lunas
T-014961,2026-03-02,Palembang,Retail,2.02,Tunai,Lunas
T-014962,2026-03-29,Semarang,Retail,2.97,QRIS,Tempo
T-014963,2026-03-20,Palembang,Retail,0.61,Transfer,Lunas
T-014964,2025-08-31,Palembang,Kuliner,0.55,QRIS,Lunas
T-014965,2025-06-21,Surabaya,Kuliner,3.45,QRIS,Lunas
T-014966,2026-04-22,Denpasar,Pertanian,1.66,Transfer,Lunas
T-014967,2026-07-28,Makassar,Jasa,6.86,QRIS,Tempo
T-014968,2025-08-10,Palembang,Pertanian,3.12,Tunai,Lunas
T-014969,2026-07-14,Surabaya,Kerajinan,13.21,QRIS,Tempo
T-014970,2026-08-28,Surabaya,Jasa,8.43,QRIS,Belum
T-014971,2026-07-11,Bandung,Kuliner,4.75,QRIS,Lunas
T-014972,2026-01-26,Balikpapan,Kuliner,3.11,Transfer,Belum
T-014973,2025-10-08,Denpasar,Retail,3.66,QRIS,Lunas
T-014974,2025-11-21,Medan,Pertanian,2.31,Tunai,Lunas
T-014975,2026-02-06,Palembang,Kerajinan,4.29,QRIS,Lunas
T-014976,2025-10-20,Medan,Kerajinan,4.69,QRIS,Tempo
T-014977,2026-08-15,Jakarta,Jasa,1.09,QRIS,Lunas
T-014978,2025-07-14,Makassar,Kuliner,0.46,Tunai,Lunas
T-014979,2025-09-29,Palembang,Pertanian,2.27,QRIS,Lunas
T-014980,2025-12-11,Jakarta,Jasa,3.63,QRIS,Lunas
T-014981,2026-04-06,Medan,Retail,1.42,QRIS,Lunas
T-014982,2026-01-13,Bandung,Kuliner,4.55,QRIS,Lunas
T-014983,2026-01-18,Bandung,Kuliner,2.6,Tunai,Tempo
T-014984,2026-07-22,Medan,Kuliner,1.68,QRIS,Lunas
T-014985,2026-03-06,Surabaya,Kuliner,0.76,Transfer,Lunas
T-014986,2026-08-02,Denpasar,Kerajinan,15.64,QRIS,Lunas
T-014987,2025-09-02,Makassar,Kerajinan,2.22,QRIS,Lunas
T-014988,2026-05-04,Surabaya,Kerajinan,4.61,Transfer,Lunas
T-014989,2026-01-15,Bandung,Kuliner,1.34,Transfer,Tempo
T-014990,2025-11-29,Jakarta,Jasa,0.53,Transfer,Lunas
T-014991,2025-09-22,Jakarta,Pertanian,2.14,Tunai,Lunas
T-014992,2025-07-05,Semarang,Pertanian,3.0,Transfer,Lunas
T-014993,2026-03-14,Denpasar,Kuliner,6.64,Tunai,Lunas
T-014994,2026-02-24,Bandung,Jasa,3.85,Tunai,Belum
T-014995,2026-04-20,Semarang,Kuliner,1.83,QRIS,Lunas
T-014996,2025-08-24,Jakarta,Pertanian,0.3,QRIS,Lunas
T-014997,2025-09-22,Balikpapan,Pertanian,12.22,Tunai,Tempo
T-014998,2025-07-14,Balikpapan,Kuliner,1.79,Tunai,Lunas
T-014999,2025-08-09,Palembang,Jasa,0.59,Tunai,Tempo
T-015000,2026-03-28,Makassar,Jasa,5.33,Transfer,Lunas
T-015001,2026-04-20,Denpasar,Pertanian,3.61,Tunai,Lunas
T-015002,2026-05-25,Balikpapan,Retail,2.16,Transfer,Tempo
T-015003,2026-02-24,Jakarta,Jasa,1.4,Tunai,Lunas
T-015004,2026-07-11,Balikpapan,Jasa,2.34,Transfer,Lunas
T-015005,2025-07-09,Jakarta,Kerajinan,3.88,Transfer,Tempo
T-015006,2026-03-11,Yogyakarta,Kerajinan,2.39,Tunai,Lunas
T-015007,2026-08-22,Yogyakarta,Jasa,1.54,Tunai,Lunas
T-015008,2026-06-19,Bandung,Jasa,5.11,QRIS,Lunas
T-015009,2025-11-22,Jakarta,Kerajinan,2.51,Tunai,Tempo
T-015010,2026-04-18,Makassar,Kuliner,3.26,QRIS,Lunas
T-015011,2026-05-24,Surabaya,Jasa,8.23,Tunai,Lunas
T-015012,2025-07-10,Semarang,Kuliner,1.42,Transfer,Lunas
T-015013,2026-08-11,Surabaya,Jasa,8.46,QRIS,Lunas
T-015014,2025-12-14,Surabaya,Kerajinan,0.91,QRIS,Lunas
T-015015,2025-06-25,Denpasar,Kuliner,1.82,Tunai,Belum
T-015016,2025-08-13,Makassar,Kuliner,4.54,Transfer,Lunas
T-015017,2026-03-30,Denpasar,Pertanian,1.69,Transfer,Lunas
T-015018,2026-04-01,Medan,Kuliner,2.2,Tunai,Lunas
T-015019,2026-05-21,Balikpapan,Kuliner,2.33,QRIS,Lunas
T-015020,2025-12-06,Makassar,Pertanian,3.07,Transfer,Lunas
T-015021,2026-07-26,Denpasar,Kuliner,10.55,Transfer,Lunas
T-015022,2025-06-21,Medan,Retail,7.32,QRIS,Lunas
T-015023,2025-12-07,Bandung,Pertanian,1.18,QRIS,Lunas
T-015024,2025-09-17,Denpasar,Pertanian,0.67,Transfer,Lunas
T-015025,2026-08-08,Medan,Kuliner,0.24,QRIS,Lunas
T-015026,2026-07-31,Jakarta,Kuliner,0.85,Transfer,Lunas
T-015027,2025-06-19,Makassar,Kuliner,2.08,QRIS,Lunas
T-015028,2026-03-03,Makassar,Retail,0.89,Transfer,Lunas
T-015029,2026-08-01,Yogyakarta,Pertanian,1.91,Tunai,Tempo
T-015030,2026-01-17,Makassar,Kuliner,1.11,QRIS,Lunas
T-015031,2025-11-28,Balikpapan,Retail,0.42,QRIS,Lunas
T-015032,2025-06-20,Medan,Retail,1.01,QRIS,Lunas
T-015033,2026-04-18,Denpasar,Jasa,2.41,Tunai,Tempo
T-015034,2025-07-26,Balikpapan,Pertanian,10.27,QRIS,Lunas
T-015035,2026-03-08,Yogyakarta,Jasa,1.65,QRIS,Belum
T-015036,2025-08-20,Denpasar,Kuliner,1.11,QRIS,Belum
T-015037,2026-02-19,Surabaya,Kerajinan,2.43,Transfer,Lunas
T-015038,2026-03-03,Makassar,Retail,1.35,QRIS,Lunas
T-015039,2025-09-04,Medan,Jasa,2.41,Tunai,Lunas
T-015040,2026-06-28,Semarang,Jasa,4.44,Transfer,Lunas
T-015041,2025-10-12,Bandung,Jasa,2.78,Transfer,Lunas
T-015042,2026-08-17,Denpasar,Retail,7.9,QRIS,Lunas
T-015043,2026-01-18,Semarang,Pertanian,7.18,QRIS,Lunas
